Unnamed: 0;n_ships;own_mmsi;obst_mmsi;own_name;obst_name;own_callsign;obst_callsign;own_length;obst_length;own_width;obst_width;own_type;obst_type;own_nav_status;obst_nav_status;own_speed;obst_speed;multi_man_own;maneuver_made_own;maneuver_index_own;maneuver_stop_idx_own;r_maneuver_own;pre_man_dist_own;pre_man_t_cpa_own;post_man_dist_own;post_man_t_cpa_own;delta_speed_own;delta_course_own;multi_man_obst;maneuver_made_obst;maneuver_index_obst;maneuver_stop_idx_obst;r_maneuver_obst;pre_man_dist_obst;pre_man_t_cpa_obst;post_man_dist_obst;post_man_t_cpa_obst;delta_speed_obst;delta_course_obst;alpha_start;beta_start;r_cpa;alpha_cpa;beta_cpa;lon_maneuver;lat_maneuver;COLREG;single_COLREG_type;time;date_cpa;cpa_idx;start_idx;stop_idx;case;dataset;COLREGS_not_filt;COLREGS_filt;img_name;img_class
1004;4;257075000;257586000;GAASOE JARL;WITH HARVEST;LDZR;LGDH;85.0;70.0;;;;;0.0;0.0;5.181764632936508;4.989996279761905;False;False;21;21;1469.4928683052526;;;;;0.0;0.0;False;False;21;21;1469.4928683052526;;;;;0.0;0.0;97.06456712554936;252.56456712554936;561.5673156443497;30.443423534792903;196.9434235347929;9.60318;63.82058;-1.0;True;00:07:00;2019-04-21 20:44:00;14;18;25;7MMOR;encs_north;1;1.0;;
1010;7;257036140;258090000;TRELLEVIK;KYSTBUNKER;LK5994;LAJC;15.0;42.0;;;;;0.0;0.0;2.479782986111111;4.713597222222222;False;True;23;35;1992.239192466606;1547.6;27.0;2778.8;0.0;1.0367284717791776;6.459331665127588;False;True;23;28;1992.239192466606;1547.6;27.0;1684.6;0.0;-0.0015221730736625;-9.52689459032899;80.83308762333837;325.0830876233383;1669.4130136068784;123.68152940600788;354.9315294060078;7.489392;63.069978;-1.0;True;00:05:00;2019-04-23 01:23:00;27;22;27;LJT7R;encs_north;1;1.0;./img/257036140-258090000-LJT7R_-1.0.png;True
1041;9;212792000;257052230;FREYJA W;LOS133;5BVM4;LFQM;138.0;18.0;;;;;0.0;0.0;4.372777777777778;11.277012648809526;False;True;23;29;8149.270301689595;106.1;31.0;665.4;31.0;-0.3252540041740852;-13.060163856386136;False;True;23;31;8149.270301689595;106.1;31.0;585.4;0.0;-0.0491099146391027;-39.05673199633879;74.54508368473448;320.45133368473444;51.805887696285424;158.59850977022364;337.97350977022364;7.690423;63.235689;-1.0;True;00:14:00;2019-04-27 04:21:00;33;14;28;STKMP;encs_north;2;3.0;./img/212792000-257052230-STKMP_-1.0.png;False
1137;15;257087420;257549000;TUSTNA;EDOEYFJORD;LFMK;3YWT;96.0;67.0;;;;;0.0;0.0;5.841981095679012;5.556625192901234;False;False;24;24;1709.0341892425697;;;;;0.0;0.0;False;True;28;35;511.1207782902184;379.4;0.0;181.8;0.0;-2.932657467159255;-43.04225847419894;4.642011021218355;311.9545110212184;178.037327546781;-107.17205835156076;126.07794164843924;7.9001;63.1347;-1.0;True;00:09:00;2021-05-02 10:26:00;37;20;29;9EESJ;encs_north;1;1.0;;
1140;15;257333000;258771000;TERNINGEN;FROY PIONER;LGJQ;LEEV;41.0;27.27;;;;;0.0;0.0;9.500252700617285;4.086528742283951;False;True;23;21;4673.30757815062;1705.3;26.0;153.0;33.0;0.0;0.0;False;False;21;21;6321.955195190802;;;;;0.0;0.0;34.262499252649995;348.07499925265;1606.1607640581935;-44.62623171441961;242.8112682855804;7.795393;63.131533;-1.0;True;00:09:00;2021-05-02 10:16:00;27;17;26;9EESJ;encs_north;1;1.0;./img/257333000-258771000-9EESJ_-1.0.png;False
1144;15;257549000;257087430;EDOEYFJORD;GRIP;3YWT;LFML;67.0;96.6;;;;;0.0;0.0;6.180797371031745;5.211046626984127;False;True;17;23;3991.966569248797;527.5;44.0;2207.9;24.0;-0.2455980822763965;-58.2403220530168;False;True;20;27;3269.2828632591586;1056.3;32.0;3193.2;0.0;-0.0071058319555876;5.699415846661109;103.5632412952332;292.56324129523324;2233.8155026769764;129.29798204907817;72.7511070490782;7.82123;63.139033;-1.0;True;00:07:00;2021-05-02 10:14:00;25;14;21;9EESJ;encs_north;4;4.0;./img/257549000-257087430-9EESJ_-1.0.png;False
1145;15;257549000;258771000;EDOEYFJORD;FROY PIONER;3YWT;LEEV;67.0;27.27;;;;;0.0;0.0;5.23951155181624;4.075828325320513;False;True;17;23;4653.129339487568;1335.3;24.0;946.1;24.0;-0.2455980822763965;-58.2403220530168;False;True;8;11;9087.597441018168;2388.8;28.0;1408.9;25.0;-0.0545454730652279;-7.9926498662346175;4.650322320763944;324.0565723207639;1039.8323182128934;64.44807074610415;88.19807074610416;7.82123;63.139033;-1.0;True;00:13:00;2021-05-02 10:13:00;24;7;20;9EESJ;encs_north;4;4.0;./img/257549000-258771000-9EESJ_-1.0.png;False
1158;44;257456500;257589600;PAUL SENIOR;LIAHOLM;LLVA;LMDJ;35.17;33.19;;;;;0.0;0.0;4.717080439814816;4.20966941550926;False;False;4;4;2589.1412669068486;;;;;0.0;0.0;False;True;6;13;1776.3867174689187;632.4;9.0;1046.7;0.0;-0.0655265955410944;-320.806815400481;26.797479383830453;320.0474793838305;980.7175179428584;-52.84791469237863;224.6520853076213;7.13737;63.121258;-1.0;True;00:06:00;2021-05-07 07:27:00;15;1;7;5WJ1R;encs_north;1;1.0;;
1161;44;257549000;258598000;EDOEYFJORD;RANA EXPRESS;3YWT;LAVQ;67.0;87.92;;;;;0.0;0.0;5.247031901041667;5.510584201388889;True;False;9;9;4636.841555412479;;;;;0.0;0.0;True;False;9;9;4636.841555412479;;;;;0.0;0.0;29.931538197153063;334.6073194471531;493.89975703577903;145.2173307939828;87.2427214189828;8.13442;63.247767;-1.0;True;00:10:00;2021-05-07 07:29:00;17;4;14;5WJ1R;encs_north;2;2.0;;
1172;23;257234800;257304900;;TRONDHEIMSFJORD 1;;LAPA;19.95;24.5;;;;;0.0;0.0;4.229697916666668;16.031375;False;True;10;16;433.76644637408685;650.9;0.0;499.1;0.0;-4.091517406599079;134.96959395359846;False;True;9;18;1125.278601058419;434.5;0.0;;0.0;-10.523325798862311;188.697770590208;10.33828297565962;266.40078297565964;139.14830218152142;123.81469973738189;11.564699737381908;10.387634;63.440124;-1.0;True;00:05:00;2019-06-01 09:40:00;11;6;11;532W8;encs_north;1;1.0;./img/257234800-257304900-532W8_-1.0.png;False
