own_mmsi;obst_mmsi;own_speed;obst_speed;r_maneuver_own;r_maneuver_obst;r_cpa;COLREG;pre_man_t_cpa_own
257083200;257437000;6.944999999999999;5.718027033730159;755.5190268947566;925.6670945863858;594.325508454751;-2.0;11.0
257130000;258310000;7.258891493055555;5.484460069444445;1333.9877435718838;1016.410945434966;486.7627758980754;-2.0;4.0
257492000;257083200;4.996184413580248;4.183880208333334;2764.830591555278;2793.385589208904;2764.830591555278;-2.0;0.0
258044000;257013000;5.483467116013072;4.807785947712418;2313.213489931263;2110.6851067840453;1985.2330669218784;-2.0;0.0
258044000;257013000;5.466474609375001;4.770668402777778;2082.7669288713146;2110.6750128809445;1985.361440644992;-2.0;19.0
257056190;314180000;8.57943287037037;5.819652777777779;497.0206132546237;1031.3222047449603;343.11888610218466;-2.0;10.0
257036360;314180000;10.682760416666667;5.538985821759259;1304.3485768765952;1304.3485768765952;289.64132992375096;-2.0;0.0
258998000;257698500;10.843524305555556;4.105105902777778;4415.880607534583;3686.427627120872;3279.8287546760675;-2.0;13.0
257055930;258310000;8.718175455729167;5.928168402777779;1827.214809484652;1827.214809484652;426.7701137614951;-2.0;0.0
258998000;257698500;10.843524305555556;4.105105902777778;4416.053724763774;4063.343928342775;3282.0493597750783;-2.0;0.0
257042930;257056190;6.944999999999999;1.4916951109871035;1554.2798525362157;1149.5968336769088;61.96983136978858;-2.0;16.0
257042930;257056190;6.944999999999999;1.4916951109871035;1556.7352408164986;1150.7720017449178;62.33466130492623;-2.0;16.0
258352500;257273900;16.668;4.763434027777778;2850.377422377611;1339.5215414467905;112.85902710904458;-2.0;11.0
257060530;257201800;9.166221064814817;3.755846354166667;3796.419905647951;3796.419905647951;1136.978948793692;-2.0;0.0
219348000;258221000;10.721343750000004;4.188703125000001;1246.6614496325822;1246.6614496325822;393.27153469327794;-2.0;5.0
231815000;257080050;6.088932291666668;3.994264942956349;917.990332193101;1674.985528295691;222.11298926447137;-2.0;13.0
257961900;257498000;10.192430555555555;4.31421378968254;1142.339078382592;1821.6013285019287;327.7450838685453;-2.0;8.0
258226000;212530000;6.194232638888889;5.617894097222222;3836.4559609097537;3836.4559609097537;3668.542327682753;-2.0;0.0
219348000;212530000;8.579767795138888;4.816385633680556;3274.7562046662347;3274.7562046662347;2568.9751205490493;-2.0;0.0
257130000;257083200;7.82633060515873;1.745508277529762;2712.1167415876525;2712.1167415876525;405.5998643983978;-2.0;0.0
257130000;257477000;7.743381842320262;3.026261999591503;2499.045917945486;2499.045917945486;228.2108674011828;-2.0;0.0
257063530;259405000;13.364302083333332;5.535100694444444;2196.1546507475223;2196.1546507475223;940.1197849210466;-2.0;0.0
258352500;257042930;17.53290972222222;6.019803819444445;8102.867532546726;7441.562909093761;4002.5659020183534;-2.0;0.0
257055910;257071070;8.185393880208334;2.5270073784722222;2638.0913346584493;1602.9171469542623;490.2497424782621;-2.0;7.0
257055990;314298000;8.661601080246916;4.852836612654321;3427.959500927632;2446.5631117958114;693.850848525826;-2.0;9.0
258150500;258312000;12.56209027777778;4.970015625;4421.326548672912;4421.326548672912;376.3113604450432;-2.0;10.0
258352500;257577000;17.253180555555552;5.297973958333334;2392.9818720583726;2392.9818720583726;414.1035619262462;-2.0;0.0
258267000;258196000;2.0234479890046297;1.6546958188657406;291.94335066927346;291.94335066927346;274.234589357366;-2.0;0.0
258729000;259305000;6.739490162037037;4.935719328703703;6664.521108076719;7256.435811746698;4527.4677712823;-2.0;0.0
257952600;314208000;16.524920138888888;5.144444444444444;1180.1957846052533;2985.981615817487;341.20287220362087;-2.0;0.0
258244000;258568000;3.8374340277777774;1.9956827256944447;2156.8033591405547;2413.6654697782733;1638.111623180792;-2.0;12.0
258244000;305976000;3.8374340277777774;2.0268307291666665;2175.5666319375205;2436.0523885992247;1652.5494152974732;-2.0;12.0
259344000;258221000;7.069592013888889;4.235458622685186;5015.98612936678;6478.6215030668345;4293.792520604594;-2.0;20.0
205691000;311646000;6.270796440972222;1.8710153537326388;2297.39689648959;2538.424097742534;1366.5336036848855;-2.0;0.0
258271000;257152000;8.722445746527779;5.073105468749999;2008.348129682706;1414.706319346873;493.3643379896861;-2.0;0.0
258220500;258143240;8.481299913194444;3.916610243055556;1320.342417708367;2142.541014776609;417.03051447107015;-2.0;0.0
257287000;257026800;10.51717361111111;6.378307291666667;403.15834358226977;719.3341156931177;66.72285965094694;-2.0;0.0
257084390;205772000;5.54061259920635;4.196511656746032;4880.039436316063;4880.039436316063;4522.475945762452;-2.0;12.0
259386000;258672000;7.731939236111112;3.909777777777778;3041.249545828157;3041.249545828157;1571.9026973702892;-2.0;0.0
258352500;257492000;17.70814236111111;6.077544849537037;3064.489303293444;3064.489303293444;1546.6966379998369;-2.0;0.0
259386000;258672000;7.776283275462963;3.0518344907407404;2543.933617451525;3019.099057666047;1571.8566887601455;-2.0;0.0
219347000;258161000;10.380323350694445;5.440852864583333;2486.363716353656;1596.1714444256845;363.3532716241762;-2.0;9.0
257055930;257072700;8.795392361111112;5.134396701388889;1046.0509547818383;2867.796438033904;424.59130937880576;-2.0;12.0
257055990;257084390;8.591043595679013;6.126890432098765;2780.892475447406;2919.12207692656;1874.2944325799008;-2.0;0.0
257056190;258146220;8.863831845238096;3.211545758928571;5902.440194529728;5553.662258366106;4218.682699611345;-2.0;13.0
257063530;257009000;12.80484375;3.4313042534722227;5273.036067580044;5273.036067580044;492.7631987070384;-2.0;8.0
258352500;258161000;16.530546875;5.445206886574074;5522.97614334879;3961.736534652429;965.5090729765304;-2.0;8.0
219347000;258161000;10.363529265873014;5.438986855158731;1596.0928951661865;1596.0928951661865;363.4411231547573;-2.0;0.0
257055930;257072700;8.800929783950616;5.139085648148148;1046.144316048214;1754.8857085292002;424.59130937880576;-2.0;11.0
257055990;257084390;8.575807802287581;6.127231924019607;2780.9060915464224;2919.12207692656;1874.2268299221453;-2.0;0.0
257063530;257009000;12.810202546296296;3.435211709104939;3134.266237893652;3134.266237893652;492.8510525503596;-2.0;0.0
219347000;258161000;10.363529265873014;5.438986855158731;1596.1714444256845;1596.1714444256845;363.353271624173;-2.0;0.0
257055930;257072700;8.800929783950616;5.139085648148148;1046.0509547818383;1754.976159382241;424.59130937880576;-2.0;11.0
257063530;257009000;12.810202546296296;3.435211709104939;3134.3555446056303;4676.333081592883;492.8510525503596;-2.0;0.0
258352500;258161000;16.811079861111114;5.4434652777777774;4749.310502588749;3961.736534652429;965.5090729765304;-2.0;7.0
258101500;258196000;1.7064416956018518;1.1660405815972223;223.80008936547367;273.23048878191094;88.90455556384128;-2.0;0.0
258352500;244020000;16.859538690476192;6.150941220238095;1202.750618374405;3711.101379644604;108.87189720033328;-2.0;8.0
259132000;257397720;5.7915190972222215;3.669938151041667;936.5391289209288;365.0983976957442;196.27429785888845;-2.0;0.0
229061000;257152000;7.2933217592592605;4.430384837962963;1551.1420470092403;1551.1420470092403;510.4739954199408;-2.0;0.0
258487000;259132000;4.312491319444444;1.8876617588141025;1666.6897881729462;1666.6897881729462;369.1892874935704;-2.0;0.0
258108500;314423000;13.632241898148148;4.81139525462963;7209.381761288538;7209.381761288538;447.30541020649696;-2.0;9.0
258416000;258225000;11.801677083333333;3.518317708333333;1362.433679119835;1362.433679119835;78.9253444718503;-2.0;7.0
257338000;259551000;14.094170138888888;3.971671875;2179.3124649760457;2179.3124649760457;97.84114676351638;-2.0;4.0
257055990;259620000;8.756685363247865;4.221752470619658;3138.9560366465566;2318.768511516404;868.6926499055904;-2.0;14.0
257188000;219042000;4.98094026199495;3.254738005050505;1022.5236085294032;1022.5236085294032;180.06648772051116;-2.0;12.0
258352500;257029700;17.22719039351852;5.594918258101853;1399.2293021517269;4715.508304520303;1093.116155767532;-2.0;13.0
314473000;257479000;5.453914930555555;4.566196831597223;455.90424433207664;540.234069640195;226.7240834141712;-2.0;5.0
314292000;257468000;6.965899305555555;4.394480902777778;632.1966308040569;483.1856372037564;160.6798680606881;-2.0;8.0
229061000;257479000;7.568964843750001;4.681745876736112;959.991088500305;959.991088500305;367.0356930871959;-2.0;0.0
258829000;376317000;4.859453914141414;4.181139914772728;3713.911669655058;3898.743954147282;3670.746944424255;-2.0;19.0
257060720;259397000;5.906063368055555;5.081746527777779;4469.814587877219;4469.814587877219;4010.1128986600847;-2.0;0.0
219347000;212979000;10.511278935185189;6.047401620370371;650.4932897424836;650.4932897424836;474.5384389066892;-2.0;10.0
257056190;258053000;6.945;2.807052331349207;888.0883852410083;674.2706874838926;260.00255767971765;-2.0;8.0
257056190;257058300;9.113972800925929;3.455418836805556;1942.0567705399344;931.951635011176;721.8697943535248;-2.0;7.0
257056190;257033570;9.052155257936509;6.334097222222224;5559.942895390211;5875.954778587043;3691.7896215792152;-2.0;11.0
257055590;258338500;8.590418402777777;apr.63;2959.243180274326;2959.243180274326;2209.3265693418903;-2.0;0.0
229061000;258255000;7.111792534722223;2.983551703559028;1684.864448553653;2749.405974024206;504.7951069493251;-2.0;8.0
257893800;257790480;14.383545138888888;1.0081905381944445;7178.799680308679;7178.799680308679;388.4701404226601;-2.0;0.0
257893800;259367000;14.411334325396824;4.968178323412698;2610.49970886802;999.3026618597604;711.897022047429;-2.0;0.0
258293000;231523000;5.297839988425927;4.41531322337963;3133.5373445995388;3020.8435924423497;2815.8253958653104;-2.0;13.0
257724800;257029750;4.355361689814814;3.5493094135802474;5133.818547630988;5553.242084584468;4976.233845992371;-2.0;0.0
259402000;257029750;7.980419921875001;3.542834201388889;3672.9389349674775;4209.274203470241;1470.6831099866497;-2.0;0.0
219347000;257288400;11.82418402777778;6.831604042658731;2447.645092737096;1300.492345229301;784.0224996771454;-2.0;11.0
257379400;257140700;11.154334490740744;3.317764756944444;1362.8743925982264;896.0097544111779;165.5145008753011;-2.0;0.0
257835900;258257030;11.163903769841273;3.4033141121031747;4060.395474581264;3527.406857735579;1605.2039621182105;-2.0;15.0
257605000;231523000;14.449228670634922;4.820045882936507;4857.277781844474;5541.010770608554;2288.494424288599;-2.0;11.0
314018000;305371000;4.887222222222223;2.2895457175925924;1487.1277181197347;1487.1277181197347;1064.3412093872903;-2.0;0.0
257055990;257152000;7.839651041666667;5.050397569444444;1841.4074535528573;1599.172567298487;473.3180009253777;-2.0;9.0
257130000;257024540;7.902348958333333;3.5802118055555554;1556.479495528285;1788.7333842694434;711.3059608916486;-2.0;0.0
257130000;257816500;7.813376193576389;3.9516517469618058;3281.632526654988;1827.0403170154705;134.08206442324678;-2.0;10.0
219348000;314260000;8.558667534722222;6.288882378472222;430.5715736088313;770.0395054800648;270.1622660550513;-2.0;9.0
258477000;257077600;6.97011935763889;2.8357242838541667;697.8156776685433;955.7336082821286;214.82329948121924;-2.0;8.0
258477000;314433000;7.350426432291667;5.265519748263889;581.6241140118251;581.6241140118251;283.0083037651217;-2.0;0.0
244140388;257070600;5.931039186507937;4.894112103174604;4850.875345749473;5024.983353206244;4669.710382882439;-2.0;0.0
244110544;314218000;6.168108506944444;4.856275173611111;962.045175654448;708.157736666065;372.6362435405318;-2.0;5.0
304978000;258598000;8.712254464285712;5.483771081349206;1704.2056360662648;1704.2056360662648;410.72113410439295;-2.0;0.0
375103000;258738000;4.952030164930556;3.247681749131945;3275.880931902136;3679.491231135087;3216.273881372668;-2.0;12.0
244110544;314018000;5.446993152006173;2.8521076871141977;1948.7476311723872;3055.0231062955936;338.97942415432175;-2.0;0.0
257175000;257077600;15.653809523809526;3.6011111111111105;2034.067024461092;4256.400438163673;433.2510819374775;-2.0;7.0
257175000;257220500;15.653809523809526;4.012494419642858;2353.599466774252;3848.463942925797;623.7390880809085;-2.0;7.0
258108500;257017290;14.4398125;6.564391493055555;5426.685693865092;3958.290960755676;3703.976324168392;-2.0;0.0
258352500;304853000;16.968628472222225;6.379646990740741;2864.9729981275555;1625.2313466088412;829.6421517738893;-2.0;0.0
257055860;636092323;8.202977430555556;4.934915509259259;2617.046935001363;3960.9626128000814;1424.7881667111085;-2.0;0.0
257605000;257039660;17.07513454861111;4.392370876736111;11177.53796549135;8895.639687509805;4985.73632074541;-2.0;13.0
259299000;257053350;12.369632936507935;2.542653149801587;4463.894179973356;3052.831841094429;407.9769233670007;-2.0;20.0
259299000;257053350;12.369632936507935;2.542653149801587;3843.58585177958;3053.048353695055;408.00473036473625;-2.0;8.0
259299000;257671900;16.10318287037037;4.1416796875;2452.8944636897854;2452.8944636897854;879.9637776636037;-2.0;0.0
