mmsi,times,x,y,sog,cog
257787000,2018-09-12 04:36:00,13455.173834881,2374.43879356275,12.1,168.7
257787000,2018-09-12 04:37:00,13081.8085461299,2451.12017634785,12,168.5
257787000,2018-09-12 04:38:00,12726.280592079,2528.10398730774,11.6,167.8
257787000,2018-09-12 04:39:00,12368.5258775205,2605.90329267056,11.7,167.3
257787000,2018-09-12 04:40:00,12015.2312071958,2682.82000787892,11.7,168.2
257787000,2018-09-12 04:41:00,11653.3573939275,2762.10155840468,11.8,166.4
257787000,2018-09-12 04:42:00,11311.6620312871,2841.83126544796,11.8,168.2
257787000,2018-09-12 04:43:00,10945.3331457934,2920.60441450135,11.7,169.1
257787000,2018-09-12 04:44:00,10585.3668352954,3006.56267132615,12.1,165.7
257787000,2018-09-12 04:45:00,10220.9529976505,3101.61156906041,12.3,166.2
257787000,2018-09-12 04:46:00,9849.85163038374,3194.34705006016,12.2,167.3
257787000,2018-09-12 04:47:00,9482.77096653627,3291.9334074733,12.3,164.5
257787000,2018-09-12 04:48:00,9121.16303535273,3396.71268493834,12.5,163.4
257787000,2018-09-12 04:49:00,8752.20330696888,3502.96909383549,12.3,164.9
257787000,2018-09-12 04:50:00,8391.38280464926,3607.74535236963,12,163.4
257787000,2018-09-12 04:51:00,8030.12174046256,3714.04130464871,12.3,163.4
257787000,2018-09-12 04:52:00,7657.39308363889,3828.75121058295,12.6,162.8
257787000,2018-09-12 04:53:00,7283.54957837613,3939.89891710929,12.7,162.9
257787000,2018-09-12 04:54:00,6917.61471326292,4043.4323459072,12.5,164.6
257787000,2018-09-12 04:55:00,6544.89087960723,4152.48457996213,12.3,164.4
257787000,2018-09-12 04:56:00,6182.20696291224,4264.44190020133,12.7,162.1
257787000,2018-09-12 04:57:00,5809.49111294816,4373.64456098921,12.3,166.2
257787000,2018-09-12 04:58:00,5438.77775437046,4477.2817026103,12.4,165.1
257787000,2018-09-12 04:59:00,5066.17838173267,4584.73781038764,12.5,164
257787000,2018-09-12 05:00:00,4700.26635057378,4689.1149193725,12.5,165.5
257787000,2018-09-12 05:01:00,4319.41834258307,4791.69148711153,12.6,163.4
257787000,2018-09-12 05:02:00,3934.56406380443,4896.34507783426,12.7,164.7
257787000,2018-09-12 05:03:00,3568.87462735958,4993.75496005836,12.7,165.9
257787000,2018-09-12 05:04:00,3189.81887833412,5095.45218670898,12.6,164.9
257787000,2018-09-12 05:05:00,2813.21048423681,5192.02614399146,12.6,164.8
257787000,2018-09-12 05:06:00,2440.5002907277,5284.82078472439,12.4,165.6
